Brand,Title,Collection,SKU,Description,Set includes,Materials,Fabric Color,Finish Color,Assembly Required,Property 6,Property 7,Property 8
CoasterEssence / CoasterElevations,Adele Contemporary Metallic Eastern King Bed, Adele, 315701KE,"Sleep in glamorous style with the Adele Contemporary Metallic Eastern King Bed, featuring a gleaming platinum finish, individually applied chrome nailhead accents, and decorative mirrors for a dramatic, gleaming look. With its durable construction, this piece will add opulent style and exceptional comfort for years to come. Combine with the Adele nightstand to build a cohesive, lavish look that also offers convenient storage.", One (1) bed," Fabric, poplar, rubberwood, plywood and MDF", Metallic, Metallic platinum, Yes,Headboard and footboard panels upholstered in metallic leatherette,Decorative mirror details,Individually applied chrome nailhead trim
